0.0015294,0.0015272,0.0015252,0.0015231,0.0015212,0.0015193,0.0015174,0.0015156,0.0015139,0.0015123,0.0015107,0.0015091,0.0015077,0.0015062,0.0015049,0.0015036,0.0015024,0.0015013,0.0015002,0.0014992,0.0014983,0.0014974,0.0014966,0.0014959,0.0014952,0.0014946,0.0014941,0.0014937,0.0014941,0.0014935,0.001493,0.001493,0.0014932,0.0014934,0.0014937,0.0014942
0.0015277,0.0015255,0.0015234,0.0015213,0.0015193,0.0015174,0.0015155,0.0015137,0.0015119,0.0015102,0.0015086,0.001507,0.0015055,0.0015041,0.0015027,0.0015014,0.0015001,0.0014989,0.0014978,0.0014968,0.0014958,0.0014949,0.001494,0.0014933,0.0014925,0.0014919,0.0014928,0.0014947,0.0014946,0.0014928,0.0014909,0.0014891,0.0014906,0.0014909,0.0014914,0.0014919
0.001526,0.0015238,0.0015217,0.0015196,0.0015175,0.0015156,0.0015136,0.0015118,0.00151,0.0015083,0.0015066,0.001505,0.0015034,0.0015019,0.0015005,0.0014991,0.0014979,0.0014966,0.0014955,0.0014944,0.0014933,0.0014924,0.0014915,0.0014907,0.0014906,0.001495,0.0014974,0.0014977,0.0014962,0.0014932,0.0014905,0.001488,0.0014856,0.0014833,0.0014891,0.0014897
0.0015244,0.0015222,0.00152,0.0015179,0.0015158,0.0015138,0.0015118,0.0015099,0.0015081,0.0015063,0.0015046,0.0015029,0.0015014,0.0014998,0.0014984,0.001497,0.0014956,0.0014944,0.0014932,0.001492,0.0014909,0.0014899,0.001489,0.0014942,0.0014992,0.0015019,0.0015023,0.0015009,0.001498,0.0014939,0.0014904,0.0014874,0.0014846,0.0014818,0.0014791,0.0014814
0.0015229,0.0015206,0.0015184,0.0015162,0.0015141,0.001512,0.00151,0.0015081,0.0015062,0.0015044,0.0015027,0.001501,0.0014993,0.0014978,0.0014963,0.0014948,0.0014934,0.0014921,0.0014909,0.0014897,0.0014886,0.0014925,0.0015,0.0015052,0.0015078,0.0015081,0.0015066,0.0015033,0.0014907,0.0014782,0.0014825,0.0014863,0.0014832,0.0014804,0.0014774,0.0014744
0.0015213,0.001519,0.0015167,0.0015145,0.0015124,0.0015103,0.0015083,0.0015063,0.0015044,0.0015025,0.0015007,0.001499,0.0014973,0.0014957,0.0014942,0.0014927,0.0014913,0.0014899,0.0014886,0.0014903,0.0014998,0.0015075,0.0015124,0.0015147,0.0015147,0.0015126,0.0014987,0.0014879,0.0014776,0.0014558,0.001439,0.0014449,0.0014807,0.001478,0.0014752,0.0014722
0.0015198,0.0015175,0.0015152,0.0015129,0.0015107,0.0015086,0.0015066,0.0015045,0.0015026,0.0015007,0.0014989,0.0014971,0.0014954,0.0014937,0.0014921,0.0014906,0.0014892,0.0014884,0.0014988,0.001509,0.0015163,0.0015207,0.0015224,0.0015216,0.0015111,0.0014977,0.0014998,0.0015041,0.0014966,0.0014656,0.0014274,0.0014001,0.0013972,0.0014311,0.0014717,0.0014689
0.0015183,0.0015159,0.0015136,0.0015113,0.0015091,0.001507,0.0015049,0.0015028,0.0015008,0.0014989,0.001497,0.0014952,0.0014935,0.0014918,0.0014901,0.0014886,0.001497,0.0015095,0.0015193,0.0015259,0.0015295,0.0015301,0.0015262,0.0015075,0.0015152,0.0015408,0.0015701,0.0015891,0.0015539,0.0015181,0.0014844,0.0014241,0.0013759,0.0013537,0.0013706,0.0014346
0.0015169,0.0015145,0.0015121,0.0015098,0.0015075,0.0015053,0.0015032,0.0015011,0.0014991,0.0014971,0.0014952,0.0014934,0.0014916,0.0014898,0.0014949,0.0015091,0.0015214,0.0015304,0.001536,0.0015382,0.0015356,0.0015189,0.0015258,0.0015658,0.0016251,0.0016889,0.0016852,0.001599,0.0015507,0.0015337,0.0015178,0.001499,0.0014584,0.0013803,0.0013287,0.0013179
0.0015155,0.001513,0.0015106,0.0015083,0.001506,0.0015038,0.0015016,0.0014995,0.0014974,0.0014954,0.0014934,0.0014915,0.0014929,0.001508,0.0015227,0.0015341,0.0015418,0.0015457,0.0015442,0.0015328,0.0015336,0.0015809,0.0016632,0.0017648,0.0018295,0.0016981,0.0015998,0.001541,0.0015166,0.0015184,0.0015167,0.0015078,0.0014965,0.0014866,0.0014249,0.0013359
